Título,Nota,URL,Etiquetas,Comentario
Sua by Triciclo,,https://www.google.com/maps/place/Sua+by+Triciclo/data=!4m2!3m1!1s0xd422758e7970ea1:0xcdf132aba6ccd778,,
Mercado Maravillas,,https://www.google.com/maps/place/Mercado+Maravillas/data=!4m2!3m1!1s0xd4228ff3629bc6d:0xa25fc562535ab0a8,,
Ni Subo Ni Bajo,,https://www.google.com/maps/place/Ni+Subo+Ni+Bajo/data=!4m2!3m1!1s0xd4228f476c60e8b:0xbb5d436d25de04da,,
Insurgente,,https://www.google.com/maps/place/Insurgente/data=!4m2!3m1!1s0xd4229da6fc4ff6b:0x96794294a4e600f1,,
Restaurante SottoSopra Madrid,,https://www.google.com/maps/place/Restaurante+SottoSopra+Madrid/data=!4m2!3m1!1s0xd42295ba68c3b89:0x2dd5402dc5cdd3e9,,
OZIO GASTRONOMICO,,https://www.google.com/maps/place/OZIO+GASTRONOMICO/data=!4m2!3m1!1s0xd4229cd55fdf09b:0xfe6d9aa38c6e317c,,
Alduccio,,https://www.google.com/maps/place/Alduccio/data=!4m2!3m1!1s0xd4228e22ef7e695:0x6f69ca3b53c6cafd,,
Restaurante Abya,,https://www.google.com/maps/place/Restaurante+Abya/data=!4m2!3m1!1s0xd42292a098fd413:0x94c607277ace0176,,
Burmet Moncloa,,https://www.google.com/maps/place/Burmet+Moncloa/data=!4m2!3m1!1s0xd4229c4d59a27a3:0x1e1befc351a0799d,,
Burmet Chamartin,,https://www.google.com/maps/place/Burmet+Chamartin/data=!4m2!3m1!1s0xd4229aa767f0a7d:0x24a47e34ee5a3092,,
Burmet Arganzuela,,https://www.google.com/maps/place/Burmet+Arganzuela/data=!4m2!3m1!1s0xd422767a5f03b0d:0xdfc2bbad3f1c664c,,
focacciamo,,https://www.google.com/maps/place/focacciamo/data=!4m2!3m1!1s0xd42296dd666c8d9:0xb7471f4ebaf76539,,
Munchies by foodgoddess,,https://www.google.com/maps/place/Munchies+by+foodgoddess/data=!4m2!3m1!1s0xd4227d58d25548f:0xfb74daa27f256c5f,,
La Puerta Amarilla Burguers,,https://www.google.com/maps/place/La+Puerta+Amarilla+Burguers/data=!4m2!3m1!1s0xd4227382625e547:0x44605a3b49479f82,,
Cesar's burgers,,https://www.google.com/maps/place/Cesar's+burgers/data=!4m2!3m1!1s0xd4229a51e22461d:0xfd71f4e13f3ee60d,,
Circolo Popolare Madrid,,https://www.google.com/maps/place/Circolo+Popolare+Madrid/data=!4m2!3m1!1s0xd422905718bf665:0x76d800cd7761fb01,,
Restaurante Ultramarinos Quintin,Carete,https://www.google.com/maps/place/Restaurante+Ultramarinos+Quintin/data=!4m2!3m1!1s0xd4228976392dae3:0xbc2dfb9bbd10533a,,
Juan Raro,,https://www.google.com/maps/place/Juan+Raro/data=!4m2!3m1!1s0xd42262c8e20c287:0x994e64ecd5d68c62,,
Le Coco,,https://www.google.com/maps/place/Le+Coco/data=!4m2!3m1!1s0xd422886769640e5:0x25808d54ddf2b96b,,
El Imparcial,,https://www.google.com/maps/place/El+Imparcial/data=!4m2!3m1!1s0xd4227d59ba34439:0x52073249e37b748e,,
"LA CARBONERA - QUESOS, VINOS Y BUENA COMIDA",,"https://www.google.com/maps/place/LA+CARBONERA+-+QUESOS,+VINOS+Y+BUENA+COMIDA/data=!4m2!3m1!1s0xd42286447d033e1:0x3cb921c633b969e0",,
La Arepera,,https://www.google.com/maps/place/La+Arepera/data=!4m2!3m1!1s0xd422903f5d6960d:0x31af8fdc56a5b4f,,
La burlona bar,,https://www.google.com/maps/place/La+burlona+bar/data=!4m2!3m1!1s0xd42275b3670303b:0xaeb89cd750ef968b,,
Los Porfiados,,https://www.google.com/maps/place/Los+Porfiados/data=!4m2!3m1!1s0xd42262bc98decb1:0x445c108fbc3b4866,,
Fratelli Figurato Trattoria Popolare,,https://www.google.com/maps/place/Fratelli+Figurato+Trattoria+Popolare/data=!4m2!3m1!1s0xd42298f03127297:0x4a3201d602b8da68,,
La Tomata Eguilaz,,https://www.google.com/maps/place/La+Tomata+Eguilaz/data=!4m2!3m1!1s0xd4229261f6c3c67:0x18c5c862cad18c35,,
La Lupita,,https://www.google.com/maps/place/La+Lupita/data=!4m2!3m1!1s0xd422899cbd7b83b:0x11473d87ee5fb14f,,
Superchulo Fuencarral,,https://www.google.com/maps/place/Superchulo+Fuencarral/data=!4m2!3m1!1s0xd422861fbf36a47:0xbac2fd891f4d0925,,
Restaurante DCorazon,,https://www.google.com/maps/place/Restaurante+DCorazon/data=!4m2!3m1!1s0xd42287edd1a6be3:0x99ddcb952193dc3a,,
Limbo,,https://www.google.com/maps/place/Limbo/data=!4m2!3m1!1s0xd4229c8fd8a12ad:0x405c3ea0fd2f65a6,,
Cokima,,https://www.google.com/maps/place/Cokima/data=!4m2!3m1!1s0xd4229ee62172ca9:0xe79ad12d388025cb,,
TKO Tacos Clavel,,https://www.google.com/maps/place/TKO+Tacos+Clavel/data=!4m2!3m1!1s0xd4229a0f4f31a6b:0xd45e9ae0d3f5f7d6,,
El Tigre Sidra Bar,tapas por bebida,https://www.google.com/maps/place/El+Tigre+Sidra+Bar/data=!4m2!3m1!1s0xd42288685e1ab21:0xe3121cc3b13ea7f2,,
Aguapanela,,https://www.google.com/maps/place/Aguapanela/data=!4m2!3m1!1s0xd422972ed731cf3:0x40e2860e9e799450,,
Apura gourmet,,https://www.google.com/maps/place/Apura+gourmet/data=!4m2!3m1!1s0xd42296f40658dd1:0x4e085cfd6da460f0,,
La Malontina,Menú del dia 17€,https://www.google.com/maps/place/La+Malontina/data=!4m2!3m1!1s0xd422629b5775fad:0x1bca8445c2598f5c,,
Sahuaro Madrid,Menú del día ,https://www.google.com/maps/place/Sahuaro+Madrid/data=!4m2!3m1!1s0xd4227d5c390f193:0xf1402648f66530ea,,
Casa Dani,,https://www.google.com/maps/place/Casa+Dani/data=!4m2!3m1!1s0xd4228968e77f10b:0xd3392c5a957fa47e,,
La Tasca de Ventura,Menú del día 13.90€,https://www.google.com/maps/place/La+Tasca+de+Ventura/data=!4m2!3m1!1s0xd42286f9bd2a689:0xf71a1ed2e0fb6b28,,
La Charca Taberna,Menú del día 18€,https://www.google.com/maps/place/La+Charca+Taberna/data=!4m2!3m1!1s0xd42286febf3b183:0x6a419df5605fbea0,,
El Jefe Traveling Food,Menú del día 15€,https://www.google.com/maps/place/El+Jefe+Traveling+Food/data=!4m2!3m1!1s0xd4229e56b67e6cf:0x3e13f6b38ee68a08,,
CIRKuK Gastrobar,Menú del día 13.50€,https://www.google.com/maps/place/CIRKuK+Gastrobar/data=!4m2!3m1!1s0xd4229692c704c33:0xffd6c1e75e7ddfb1,,
Nonetta Madrid,Menú del día 15€,https://www.google.com/maps/place/Nonetta+Madrid/data=!4m2!3m1!1s0xd42296a189e416f:0xb7e5e3eeb6d055e2,,
Casa Suecia,Menú del día 19.95€,https://www.google.com/maps/place/Casa+Suecia/data=!4m2!3m1!1s0xd4229859afac2c1:0xaee7f7ff7741e6c2,,
Decadente,Menú del día 14.90€,https://www.google.com/maps/place/Decadente/data=!4m2!3m1!1s0xd42288198954449:0x7fc92c5fa22e570c,,
La Cabezona,,https://www.google.com/maps/place/La+Cabezona/data=!4m2!3m1!1s0xd42294e6445b1b9:0x4fc33ca15565db19,,
Casa Isabella,,https://www.google.com/maps/place/Casa+Isabella/data=!4m2!3m1!1s0xd42292fd6cb1855:0x82d5c2f997703e89,,
Chez Pepito,,https://www.google.com/maps/place/Chez+Pepito/data=!4m2!3m1!1s0xd42291a9f2b4b5d:0xf70b0dbe7eb37db,,
Parking Pizza CASTELLANA,,https://www.google.com/maps/place/Parking+Pizza+CASTELLANA/data=!4m2!3m1!1s0xd42290055f88d23:0x44b89d02940c83cb,,
400 Grados Pizza,,https://www.google.com/maps/place/400+Grados+Pizza/data=!4m2!3m1!1s0xd42291803b36095:0xb3f93e1330e63151,,
Parking Pizza MONTE ESQUINZA,,https://www.google.com/maps/place/Parking+Pizza+MONTE+ESQUINZA/data=!4m2!3m1!1s0xd4229005edfa48f:0xecf3ed0f18659734,,
Can Pizza,,https://www.google.com/maps/place/Can+Pizza/data=!4m2!3m1!1s0xd422903167e794f:0x1ba12c82849332e1,,
Persimmons - Georgian restaurant Madrid,,https://www.google.com/maps/place/Persimmons+-+Georgian+restaurant+Madrid/data=!4m2!3m1!1s0xd4229874be3b07b:0xbe48c781400e4082,,
BRICKELL Majadahonda The Original Burger - Hamburguesería,,https://www.google.com/maps/place/BRICKELL+Majadahonda+The+Original+Burger+-+Hamburgueser%C3%ADa/data=!4m2!3m1!1s0xd4185736006da99:0x5c10e671f59c4a8,,
Hot Now,,https://www.google.com/maps/place/Hot+Now/data=!4m2!3m1!1s0xd422886777e937b:0x8ab65b02f52cdfbe,,
Puntarena,,https://www.google.com/maps/place/Puntarena/data=!4m2!3m1!1s0xd42291e60a78479:0xc04b73ffa79481bf,,
MESTIZO - Restaurante Mexicano,,https://www.google.com/maps/place/MESTIZO+-+Restaurante+Mexicano/data=!4m2!3m1!1s0xd422885c1d7c32d:0x43f33e5256e2ebf5,,
Wacamole Restaurant,oferta hasta las 20-21 de tacos y chupitos a 1€,https://www.google.com/maps/place/Wacamole+Restaurant/data=!4m2!3m1!1s0xd422908aedbe14f:0x601d0b42f4d3c2ed,,
Bolus Burger,,https://www.google.com/maps/place/Bolus+Burger/data=!4m2!3m1!1s0xd42273e50a90d0d:0xea706aa2f429b93,,
Pacifico,,https://www.google.com/maps/place/Pacifico/data=!4m2!3m1!1s0xd4229a27405cc6f:0xcb7430981b42265f,,
Taquería Lupita - Conde de Xiquena,,https://www.google.com/maps/place/Taquer%C3%ADa+Lupita+-+Conde+de+Xiquena/data=!4m2!3m1!1s0xd422899ca29b4cf:0x2c9e1241db279186,,
La Birra Bar,,https://www.google.com/maps/place/La+Birra+Bar/data=!4m2!3m1!1s0xd4229f2a70a2a2f:0x18f213f3db217c95,,
Revuelto,,https://www.google.com/maps/place/Revuelto/data=!4m2!3m1!1s0xd422924cbd0a927:0x1f9ba3d281939bca,,
Alright López de Hoyos,,https://www.google.com/maps/place/Alright+L%C3%B3pez+de+Hoyos/data=!4m2!3m1!1s0xd4229b1e4332d7d:0xde1706328d268793,,
Xiongzai,,https://www.google.com/maps/place/Xiongzai/data=!4m2!3m1!1s0xd422865026a4835:0xe6aeedf83beeaaf0,,
Brisket Restaurante,Carne y tarta de queso,https://www.google.com/maps/place/Brisket+Restaurante/data=!4m2!3m1!1s0xd422944388951a5:0xf24b7c0c949c37da,,
Fismuler,,https://www.google.com/maps/place/Fismuler/data=!4m2!3m1!1s0xd42288ea97a3a43:0xa5512eefb2c6c0e4,,
Orellana House,,https://www.google.com/maps/place/Orellana+House/data=!4m2!3m1!1s0xd42297c79e09ff7:0x1942ee8f6b40b6b2,,
Passaparola L´Originale,,https://www.google.com/maps/place/Passaparola+L%C2%B4Originale/data=!4m2!3m1!1s0xd418840541d0367:0x5e89b40d88b50d40,,
"RESTAURANTE LA ISLA ALJAZEERA (COMIDA GASTRONOMÍA ÁRABE HALAL MARROQUÍ 
PERSA LIBANES) RESTAURANTES CON ENCANTO LEGANÉS MADRID",,https://www.google.com/maps/place/RESTAURANTE+LA+ISLA+ALJAZEERA+(COMIDA+GASTRONOM%C3%8DA+%C3%81RABE+HALAL+MARROQU%C3%8D+%0APERSA+LIBANES)+RESTAURANTES+CON+ENCANTO+LEGAN%C3%89S+MADRID/data=!4m2!3m1!1s0xd418bdd65f89415:0x420419b53bbc477,,
Restaurante Asador Errazki,,https://www.google.com/maps/place/Restaurante+Asador+Errazki/data=!4m2!3m1!1s0xd422095d403d987:0xa5b1cd59253e9632,,
Ineffabile Móstoles,,https://www.google.com/maps/place/Ineffabile+M%C3%B3stoles/data=!4m2!3m1!1s0xd418d5a23ebc1a7:0x7ebef1c1405db081,,
La Taguara de Mariamojito,,https://www.google.com/maps/place/La+Taguara+de+Mariamojito/data=!4m2!3m1!1s0xd418dc72bd30045:0x70696514f5b5985f,,
LAS LANZAS BURGER BAR,,https://www.google.com/maps/place/LAS+LANZAS+BURGER+BAR/data=!4m2!3m1!1s0xd418ba094d758c3:0xd8c87b453febd3cf,,
Ponzano Restaurante Coctelería,,https://www.google.com/maps/place/Ponzano+Restaurante+Cocteler%C3%ADa/data=!4m2!3m1!1s0xd418bb291362265:0x48fc0aed50a8fb1c,,
Restaurante Cocina Mediterránea Fuenlabrada LA ALFAROTECA,,https://www.google.com/maps/place/Restaurante+Cocina+Mediterr%C3%A1nea+Fuenlabrada+LA+ALFAROTECA/data=!4m2!3m1!1s0xd418b0365995555:0x5d37735ca5d199d1,,
Restaurante Cachopos El Quillo,"Cachopos, milanesas y tarta de queso manchego",https://www.google.com/maps/place/Restaurante+Cachopos+El+Quillo/data=!4m2!3m1!1s0xd4220c07c8586ad:0xcd13852c69b348c1,,
Balcón Gastrobar Restaurante,,https://www.google.com/maps/place/Balc%C3%B3n+Gastrobar+Restaurante/data=!4m2!3m1!1s0xd4221ae79c2f6bd:0xf3b8e15613af1769,,
Beefcious Getafe,hamburguesas ,https://www.google.com/maps/place/Beefcious+Getafe/data=!4m2!3m1!1s0xd4221005ffea12d:0xda1a827303c54590,,
Restaurante Gastrobar Pintxopote,,https://www.google.com/maps/place/Restaurante+Gastrobar+Pintxopote/data=!4m2!3m1!1s0xd4221a0745ee00d:0x79a23555813f90d3,,
La Tortería,,https://www.google.com/maps/place/La+Torter%C3%ADa/data=!4m2!3m1!1s0xd422185f4bf5359:0x82bf3877d053c242,,
Soul pizza,,https://www.google.com/maps/place/Soul+pizza/data=!4m2!3m1!1s0xd4221bda4fe05a9:0x9986c18a35064645,,
Restaurante La Trasiega,,https://www.google.com/maps/place/Restaurante+La+Trasiega/data=!4m2!3m1!1s0xd4220ce44a6e649:0x4511c8805a4f3606,,
Basant Indian Restaurant,,https://www.google.com/maps/place/Basant+Indian+Restaurant/data=!4m2!3m1!1s0xd4220a8de1eea67:0xf7aad1bf5f863acc,,
Restaurante El Libanés,,https://www.google.com/maps/place/Restaurante+El+Liban%C3%A9s/data=!4m2!3m1!1s0xd422115a0ae4067:0x40cf6ec88ff87a72,,
Bar restaurante El Venezolano,,https://www.google.com/maps/place/Bar+restaurante+El+Venezolano/data=!4m2!3m1!1s0xd422121901ba93b:0xc8897359fc17dea5,,
Ottica Restaurante,Mediterráneo fusión ,https://www.google.com/maps/place/Ottica+Restaurante/data=!4m2!3m1!1s0xd4228cd8f61717b:0x66a21b6322bd9e1c,,
Hamburguesas | QW Foodtruck Ópera,barato food truck,https://www.google.com/maps/place/Hamburguesas+%7C+QW+Foodtruck+%C3%93pera/data=!4m2!3m1!1s0xd42299bce357389:0x4bb4158267268d18,,
Restaurante Mild & Limon,tacos y margarita baratos,https://www.google.com/maps/place/Restaurante+Mild+%26+Limon/data=!4m2!3m1!1s0xd4229580adca95b:0xc5e637a0f59e87a6,,
Officina 22,Napolitano,https://www.google.com/maps/place/Officina+22/data=!4m2!3m1!1s0xd4227389d2dce5d:0x662e6c8ee5ac27b1,,
La Toscana,italiano barato ,https://www.google.com/maps/place/La+Toscana/data=!4m2!3m1!1s0xd4229ea398c9e99:0x80136e880f5a6507,,
Beer Joint Madrid,smash y cervezas,https://www.google.com/maps/place/Beer+Joint+Madrid/data=!4m2!3m1!1s0xd422741d4fb1f3d:0x3bc3fa13f6e5ab60,,
Soy Sohho,china de autor,https://www.google.com/maps/place/Soy+Sohho/data=!4m2!3m1!1s0xd4229f93a10edf1:0xdebe78c5f743dd99,,
Manteca Burgers | Hamburguesas Madrid,,https://www.google.com/maps/place/Manteca+Burgers+%7C+Hamburguesas+Madrid/data=!4m2!3m1!1s0x66ee7f5fc9172653:0x4066b2708f6d04dc,,
Los Secretos de Lola Restaurante,Como rosi la loca,https://www.google.com/maps/place/Los+Secretos+de+Lola+Restaurante/data=!4m2!3m1!1s0xd4227b323d35989:0xcce43f0ce383a8ef,,
Rosi La Loca,fancy ,https://www.google.com/maps/place/Rosi+La+Loca/data=!4m2!3m1!1s0xd4228794c010283:0x62b53647e666590f,,
Bar Gyoza Go!,gyozas,https://www.google.com/maps/place/Bar+Gyoza+Go!/data=!4m2!3m1!1s0xd4228793a6b814f:0xa0b8b3bb5fdc47db,,
Shangrila Bar Dimsum,Barato asiatico,https://www.google.com/maps/place/Shangrila+Bar+Dimsum/data=!4m2!3m1!1s0xd4229c08049b511:0xe1f07ae598ac4a36,,
Kricky Pelton,pancakes y smash,https://www.google.com/maps/place/Kricky+Pelton/data=!4m2!3m1!1s0xd4229eea42f162d:0x9ba3d8a68db578b6,,
Juancho's BBQ (Gabriel Lobo),,https://www.google.com/maps/place/Juancho's+BBQ+(Gabriel+Lobo)/data=!4m2!3m1!1s0xd42298e903fdd79:0x8bd67b9a4d036090,,
Juancho's BBQ (Goya),,https://www.google.com/maps/place/Juancho's+BBQ+(Goya)/data=!4m2!3m1!1s0xd4229b1289f29a3:0x8e85dbd78c10da16,,
Burnout Burgers,,https://www.google.com/maps/place/Burnout+Burgers/data=!4m2!3m1!1s0xd422860104c6f21:0xda49b615e6f16c31,,
MEAT,,https://www.google.com/maps/place/MEAT/data=!4m2!3m1!1s0xd42288ee147ead9:0xf7ebce233cb966a2,,
Milwaukee I Hamburguesas Madrid,,https://www.google.com/maps/place/Milwaukee+I+Hamburguesas+Madrid/data=!4m2!3m1!1s0xd4229b8cb8b2619:0xc8244b8b0b3badfd,,
Junk Burger,,https://www.google.com/maps/place/Junk+Burger/data=!4m2!3m1!1s0xd4229bc28f54ccd:0x467492b3b7926016,,
Gracias Padre - Margarita Beach - Restaurante Mexicano,,https://www.google.com/maps/place/Gracias+Padre+-+Margarita+Beach+-+Restaurante+Mexicano/data=!4m2!3m1!1s0xd4229a32ca28f35:0x5c98bd3b7704c3c6,,
HUNDRED,,https://www.google.com/maps/place/HUNDRED/data=!4m2!3m1!1s0xd422907d222666b:0xbd72067cae06430a,,
Caluana,Súper bonito y elegante,https://www.google.com/maps/place/Caluana/data=!4m2!3m1!1s0xd4229fb325d0a0d:0x67974a3570a622c4,,
Cherry Pecas,Mexicano,https://www.google.com/maps/place/Cherry+Pecas/data=!4m2!3m1!1s0xd42284506134c2d:0x2b5cbebd6ba7afd1,,
La Chingona Aravaca,Mexicano,https://www.google.com/maps/place/La+Chingona+Aravaca/data=!4m2!3m1!1s0xd41870b76dad70d:0x2823341360c39e65,,
El rey de los tacos,Tacos,https://www.google.com/maps/place/El+rey+de+los+tacos/data=!4m2!3m1!1s0xd422786214193c9:0x2dd8f142807ef8b1,,
Tiki Taco,Tacos mexicanos buenos baratos,https://www.google.com/maps/place/Tiki+Taco/data=!4m2!3m1!1s0xd4229e2a9bf99dd:0x1e22a63b6e71f260,,
Restaurante Tepic,Mexicano carete elegante,https://www.google.com/maps/place/Restaurante+Tepic/data=!4m2!3m1!1s0xd4228861540811f:0x3c9fbbb2ca0658ac,,
Takos Al Pastor,Mejores tacos de madrid,https://www.google.com/maps/place/Takos+Al+Pastor/data=!4m2!3m1!1s0xd42287dec736e4f:0x5156e65b93e6f08a,,
Restaurante Don Giovanni,Espectacular italiano,https://www.google.com/maps/place/Restaurante+Don+Giovanni/data=!4m2!3m1!1s0xd422618dd94bc3d:0xa4b200520520246d,,
Pante Cucina Siciliana,Italiano carete ,https://www.google.com/maps/place/Pante+Cucina+Siciliana/data=!4m2!3m1!1s0xd4229268f3820c7:0x5e53d5bdeda2003c,,
Numa Pompilio,Italiano elegante caro de pelotas,https://www.google.com/maps/place/Numa+Pompilio/data=!4m2!3m1!1s0xd422898216f9e11:0x1b6a353bb1230e5f,,
Pizzeria Felicitá,Italiano,https://www.google.com/maps/place/Pizzeria+Felicit%C3%A1/data=!4m2!3m1!1s0xd41893f60c22ebd:0xf76a7e31195c7148,,
Trattoria Dove Andiamo?,Italiano,https://www.google.com/maps/place/Trattoria+Dove+Andiamo%3F/data=!4m2!3m1!1s0xd418dff71a9a84f:0x74abce4f5775ce14,,
HOUSTON BURGER,Hamburguesas,https://www.google.com/maps/place/HOUSTON+BURGER/data=!4m2!3m1!1s0xd418f005664b097:0x4fa53cfaad6741dc,,
South Burger,Smash burguers ,https://www.google.com/maps/place/South+Burger/data=!4m2!3m1!1s0xd4221ece2837be3:0xafb00f45ba3e443,,
Beata Pasta,,https://www.google.com/maps/place/Beata+Pasta/data=!4m2!3m1!1s0xd4229f22c456043:0x684db88be5999a5,,
Pizzería Vesuvio,pizzería historica,https://www.google.com/maps/place/Pizzer%C3%ADa+Vesuvio/data=!4m2!3m1!1s0xd422887077d5c55:0xf36d4a9f4905e7bc,,
Chicago Style Pizza,Pizzas chicago ,https://www.google.com/maps/place/Chicago+Style+Pizza/data=!4m2!3m1!1s0xd4229338285a5f3:0xb83fc68778c010d5,,
Picsa,Pizzas,https://www.google.com/maps/place/Picsa/data=!4m2!3m1!1s0xd4228f9ef4e0a15:0x717f5305be332cd2,,
Nugu Burger,Hamburguesas envueltas por el pan,https://www.google.com/maps/place/Nugu+Burger/data=!4m2!3m1!1s0xd42298f4283526b:0xb42a0087c5234c2f,,
Casa Vila de Cruces,pulpo,https://www.google.com/maps/place/Casa+Vila+de+Cruces/data=!4m2!3m1!1s0xd4228bbd3300001:0x135f07540f299e29,,
Restaurante Manila Urban Grill,,https://www.google.com/maps/place/Restaurante+Manila+Urban+Grill/data=!4m2!3m1!1s0xd418d78118b34d5:0x35bf53ea20415475,,
Rocacho Plaza,,https://www.google.com/maps/place/Rocacho+Plaza/data=!4m2!3m1!1s0xd42290649101749:0x8bc220bcc09b2a87,,
